fecha,id_producto,precio
2025-06-15,15933,38.61
2025-06-15,16812,31.41
2025-06-15,24788,40.41
2025-06-15,20421,7.11
2025-06-15,47666,385.0
2025-06-15,20818,27.81
2025-06-15,51851,278.1
2025-06-15,27643,31.41
2025-06-15,9035,4.5
2025-06-15,52633,349.0
2025-06-15,21089,14.31
2025-06-15,53023,79.9
2025-06-15,24654,98.91
2025-06-15,24665,224.25
2025-06-15,53033,249.9
2025-06-15,27991,22.41
2025-06-15,53068,45.9
2025-06-15,51645,62.91
2025-06-15,25764,75.6
2025-06-15,33069,134.91
2025-06-15,13211,86.4
2025-06-15,42043,509.15
2025-06-15,16581,22.41
2025-06-15,17326,22.41
2025-06-15,15944,403.2
2025-06-15,13345,69.21
2025-06-15,29446,152.91
2025-06-15,53028,79.9
2025-06-15,21117,10.35
2025-06-15,18419,4.5
2025-06-15,27658,15.21
2025-06-15,27659,17.91
2025-06-15,38901,179.91
2025-06-15,52493,299.9
2025-06-15,50291,35.91
2025-06-15,4142,125.91
2025-06-15,9337,71.91
2025-06-15,14134,62.91
2025-06-15,5045,84.51
2025-06-15,19744,33.21
2025-06-15,33435,62.91
2025-06-15,7988,103.41
2025-06-15,11497,80.91
2025-06-15,50287,35.91
2025-06-15,17273,53.91
2025-06-15,19747,33.21
2025-06-15,7968,80.91
2025-06-15,52054,62.91
2025-06-15,51858,67.5
2025-06-15,17272,51.21
2025-06-15,24601,35.91
2025-06-15,50442,35.91
2025-06-15,48231,341.9
2025-06-15,17776,35.91
2025-06-15,52497,899.9
2025-06-15,52496,639.9
2025-06-15,35304,509.25
2025-06-15,52355,579.0
2025-06-15,52179,39.9
2025-06-15,52348,39.9
2025-06-15,52180,36.9
2025-06-15,53008,69.9
2025-06-15,18707,62.91
2025-06-15,18704,62.91
2025-06-15,18706,55.71
2025-06-15,18693,107.91
2025-06-15,1850,879.0
2025-06-15,47308,359.1
2025-06-15,32964,6047.1
2025-06-15,34423,719.0
2025-06-15,15576,33.21
2025-06-15,27907,12.51
2025-06-15,27949,19.71
2025-06-15,29139,22.41
2025-06-15,29140,20.61
2025-06-15,52707,69.9
2025-06-15,20811,0.31
2025-06-15,20809,1.26
2025-06-15,20810,0.81
2025-06-15,20816,0.99
2025-06-15,20819,1.08
2025-06-15,20820,0.54
2025-06-15,20821,0.36
2025-06-15,50777,89.91
2025-06-15,50776,44.91
2025-06-15,20494,19.71
2025-06-15,52305,49.9
2025-06-15,52312,49.9
2025-06-15,50016,332.91
2025-06-15,26493,899.1
2025-06-15,39298,1234.05
2025-06-15,1837,2407.5
2025-06-15,14715,105.6
2025-06-15,4434,287.1
2025-06-15,51865,107.91
2025-06-15,33438,53.91
